id,name,prefecture,latitude,longitude,source
34008,スパ羅漢,広島県,34.389119,132.104251,mlit
34009,ゆめランド布野,広島県,34.85579,132.797055,mlit
34010,ふぉレスト君田,広島県,34.899067,132.849485,mlit
34011,クロスロードみつぎ,広島県,34.511516,133.144662,mlit
34012,舞ロードＩＣ千代田,広島県,34.674541,132.541233,mlit
34013,北の関宿安芸高田,広島県,34.72105,132.681051,mlit
34014,湖畔の里福富,広島県,34.532233,132.775986,mlit
34015,たけはら,広島県,34.343938,132.912168,mlit
34016,みはら神明の里,広島県,34.396828,133.103886,mlit
34017,たかの,広島県,35.024058,132.881598,mlit
34018,世羅,広島県,34.59638,133.0841,mlit
34019,びんご府中,広島県,34.56977,133.235633,mlit
34020,三矢の里あきたかた,広島県,34.7194,132.6889,approx
34021,西条のん太の酒蔵,広島県,34.433767,132.703576,osm
35001,阿武町,山口県,34.497119,131.468069,mlit
35002,萩往還,山口県,34.369527,131.413065,mlit
35003,あさひ,山口県,34.286296,131.459512,mlit
35004,あいお,山口県,34.028805,131.457246,mlit
35005,ゆとりパークたまがわ,山口県,34.648504,131.665035,mlit
35006,サザンセトとうわ,山口県,33.904161,132.341715,mlit
35007,きくがわ,山口県,34.126247,131.031689,mlit
35008,ハピネスふくえ,山口県,34.433908,131.48264,mlit
35009,長門峡,山口県,34.303135,131.576276,mlit
35010,ピュアラインにしき,山口県,34.278396,131.969537,mlit
35011,おふく,山口県,34.237947,131.208496,mlit
35012,みとう,山口県,34.218183,131.343934,mlit
35013,仁保の郷,山口県,34.21091,131.559363,mlit
35014,萩しーまーと,山口県,34.426246,131.414621,mlit
35015,願成就温泉,山口県,34.434433,131.770512,mlit
35016,うり坊の郷ｋａｔａｍａｔａ,山口県,34.483226,131.632274,mlit
35017,蛍街道西ノ市,山口県,34.198396,131.076731,mlit
35018,きらら　あじす,山口県,34.012855,131.369561,mlit
35019,萩・さんさん三見,山口県,34.38893,131.321968,mlit
35020,北浦街道　豊北,山口県,34.310399,130.88867,mlit
35021,ソレーネ周南,山口県,34.074899,131.688204,mlit
35022,上関海峡,山口県,33.833004,132.11652,mlit
35023,潮彩市場防府,山口県,34.038071,131.597679,mlit
35024,センザキッチン,山口県,34.388466,131.202713,mlit
36001,貞光ゆうゆう館,徳島県,34.042626,134.06003,mlit
36002,鷲の里,徳島県,33.863199,134.502284,mlit
36003,宍喰温泉,徳島県,33.569063,134.307283,mlit
36004,どなり,徳島県,34.150942,134.352444,mlit
36005,にしいや,徳島県,33.889169,133.811312,mlit
36006,わじき,徳島県,33.869008,134.554696,mlit
36007,公方の郷なかがわ,徳島県,33.952932,134.667814,mlit
36008,もみじ川温泉,徳島県,33.797698,134.446217,mlit
36009,温泉の里神山,徳島県,33.973568,134.367684,mlit
36010,藍ランドうだつ,徳島県,34.066975,134.146514,mlit
36011,三野,徳島県,34.050487,133.932482,mlit
36012,日和佐,徳島県,33.73029,134.530247,mlit
36013,第九の里,徳島県,34.16389,134.498814,mlit
36014,大歩危,徳島県,33.881363,133.76004,mlit
36015,ひなの里かつうら,徳島県,33.932192,134.522832,mlit
36016,みまの里,徳島県,34.050557,134.05889,mlit
36017,いたの,徳島県,34.136586,134.473661,osm
36018,くるくる なると,徳島県,34.158348,134.579794,osm
37001,瀬戸大橋記念公園,香川県,34.352689,133.826128,mlit
37002,津田の松原,香川県,34.285271,134.253249,mlit
37003,ことひき,香川県,34.130599,133.643716,mlit
37004,ふれあいパークみの,香川県,34.226348,133.722855,mlit
37005,小豆島オリーブ公園,香川県,34.472848,134.27364,mlit
37006,小豆島ふるさと村,香川県,34.471019,134.236154,mlit
37007,空の夢もみの木パーク,香川県,34.15485,133.821551,mlit
37008,みろく,香川県,34.25819,134.242466,mlit
37009,しおのえ,香川県,34.170204,134.082067,mlit
37010,滝宮,香川県,34.249777,133.917359,mlit
37011,ことなみ,香川県,34.095094,134.007744,mlit
37012,恋人の聖地　うたづ臨海公園,香川県,34.313388,133.807966,mlit
37013,とよはま,香川県,34.042768,133.601307,mlit
37014,たからだの里さいた,香川県,34.109652,133.796699,mlit
37015,大坂城残石記念公園,香川県,34.533907,134.242185,mlit
37016,ながお,香川県,34.22136,134.175,mlit
37017,香南楽湯,香川県,34.239419,134.007288,mlit
37018,源平の里むれ,香川県,34.333725,134.157497,mlit
38001,佐田岬半島ミュージアム,愛媛県,33.3725,132.3522,approx
38002,マイントピア別子,愛媛県,33.901924,133.309856,mlit
38003,日吉夢産地,愛媛県,33.330234,132.798245,mlit
38004,ひろた,愛媛県,33.640379,132.799821,mlit
38005,ふたみ,愛媛県,33.685118,132.634032,mlit
38006,内子フレッシュパークからり,愛媛県,33.554906,132.65829,mlit
38007,伊方きらら館,愛媛県,33.480894,132.307546,mlit
38008,きなはい屋しろかわ,愛媛県,33.379789,132.749358,mlit
38009,みしょうＭＩＣ,愛媛県,32.95878,132.561599,mlit
38010,今治湯ノ浦温泉,愛媛県,33.992858,133.048412,mlit
38011,虹の森公園まつの,愛媛県,33.229785,132.709493,mlit
38012,広見森の三角ぼうし,愛媛県,33.253857,132.687127,mlit
38013,伯方Ｓ・Ｃパーク,愛媛県,34.202813,133.075515,mlit
38014,今治市多々羅しまなみ公園,愛媛県,34.254848,133.054506,mlit
38015,しまなみの駅御島,愛媛県,34.248962,133.005253,mlit
38016,小松オアシス,愛媛県,33.883689,133.107622,mlit
38017,みかわ,愛媛県,33.614533,132.969656,mlit
38018,清流の里ひじかわ,愛媛県,33.461122,132.676699,mlit
38019,よしうみいきいき館,愛媛県,34.12747,133.021945,mlit
38020,風早の郷風和里,愛媛県,33.996706,132.772282,mlit
38021,みま,愛媛県,33.286348,132.596014,mlit
38022,小田の郷せせらぎ,愛媛県,33.568504,132.800752,mlit
38023,うわじま　きさいや広場,愛媛県,33.222423,132.558235,mlit
38024,霧の森,愛媛県,33.924187,133.64111,mlit
38025,八幡浜みなっと,愛媛県,33.458163,132.418138,mlit
38026,津島やすらぎの里,愛媛県,33.139682,132.520302,mlit
38027,どんぶり館,愛媛県,33.354977,132.527136,mlit
38028,天空の郷さんさん,愛媛県,33.661136,132.898713,mlit
38029,なかやま,愛媛県,33.669723,132.695,mlit
39001,大杉,高知県,33.750923,133.6634,mlit
39002,すくも,高知県,32.916165,132.712529,mlit
39003,大月,高知県,32.828752,132.709314,mlit
39004,四万十大正,高知県,33.182567,132.971321,mlit
39005,ゆすはら,高知県,33.388359,132.944983,mlit
39006,南国風良里,高知県,33.6112,133.642152,mlit
39007,美良布,高知県,33.648147,133.782498,mlit
39008,布施ヶ坂,高知県,33.426632,133.099612,mlit
39009,キラメッセ室戸,高知県,33.30643,134.11021,mlit
39010,土佐和紙工芸村,高知県,33.573534,133.366191,mlit
39011,土佐さめうら,高知県,33.742644,133.544235,mlit
39012,大山,高知県,33.4701,133.944069,mlit
39013,かわうその里すさき,高知県,33.38766,133.274677,mlit
39014,あぐり窪川,高知県,33.231165,133.149186,mlit
39015,木の香,高知県,33.779824,133.307692,mlit
39016,めじかの里土佐清水,高知県,32.793514,132.883186,mlit
39017,やす,高知県,33.534137,133.753852,mlit
39018,６３３美の里,高知県,33.643674,133.32832,mlit
39019,田野駅屋,高知県,33.430155,134.007839,mlit
39020,ビオスおおがた,高知県,33.035077,133.027068,mlit
39021,四万十とおわ,高知県,33.223912,132.835433,mlit
39022,なぶら土佐佐賀,高知県,33.086739,133.101781,mlit
39023,よって西土佐,高知県,33.173256,132.7891,mlit
39024,なかとさ,高知県,33.322394,133.235246,mlit
39025,まきのさんの道の駅・佐川,高知県,33.503076,133.317381,osm
39026,東洋町,高知県,33.523071,134.242942,osm
40001,原鶴,福岡県,33.353765,130.784677,mlit
40002,豊前おこしかけ,福岡県,33.614137,131.100881,mlit
40003,小石原,福岡県,33.465112,130.825809,mlit
40004,しんよしとみ,福岡県,33.588716,131.154308,mlit
40005,うきは,福岡県,33.334015,130.818166,mlit
40006,おおむた,福岡県,33.073248,130.532191,mlit
40007,たちばな,福岡県,33.187442,130.610415,mlit
40008,うすい,福岡県,33.563949,130.713259,mlit
40009,歓遊舎ひこさん,福岡県,33.549025,130.859957,mlit
40010,むなかた,福岡県,33.848473,130.503451,mlit
40011,くるめ,福岡県,33.319043,130.594211,mlit
40012,香春,福岡県,33.67659,130.859982,mlit
40013,おおき,福岡県,33.217906,130.437973,mlit
40014,おおとう桜街道,福岡県,33.626154,130.84517,mlit
40015,みやま,福岡県,33.148218,130.48454,mlit
40016,いとだ,福岡県,33.641912,130.764694,mlit
40017,筑前みなみの里,福岡県,33.467317,130.623796,osm
41001,鹿島,佐賀県,33.075016,130.145747,mlit
41002,厳木,佐賀県,33.311119,130.071911,mlit
41003,伊万里,佐賀県,33.31362,129.928959,mlit
41004,桃山天下市,佐賀県,33.528533,129.873141,mlit
41005,山内,佐賀県,33.191781,129.956161,mlit
41006,大和,佐賀県,33.339017,130.257828,mlit
41007,吉野ヶ里,佐賀県,33.380496,130.397315,mlit
41008,太良,佐賀県,33.046989,130.169359,mlit
41009,しろいし,佐賀県,33.176871,130.196458,mlit
41010,うれしの まるく,佐賀県,33.106376,129.997863,osm
41011,かみみね,佐賀県,33.318582,130.425979,osm
42001,生月大橋,長崎県,33.355186,129.433555,mlit
42002,ひまわり,長崎県,32.903212,129.976167,osm
42003,昆虫の里たびら,長崎県,33.317708,129.603114,mlit
42004,彼杵の荘,長崎県,33.035851,129.919935,mlit
42005,さいかい,長崎県,33.042993,129.695701,mlit
42006,夕陽が丘そとめ,長崎県,32.835899,129.703763,mlit
42007,松浦海のふるさと館,長崎県,33.348684,129.701515,mlit
42008,遣唐使ふるさと館,長崎県,32.738279,128.690364,mlit
42009,鷹ら島,長崎県,33.433855,129.782362,mlit
42010,させぼっくす　９９,長崎県,33.201501,129.671634,mlit
42011,長崎街道鈴田峠,長崎県,32.885378,130.007464,mlit
42012,２５１いいもりじゃがーロード,長崎県,32.785249,130.046005,osm
43001,小国,熊本県,33.123101,131.064689,mlit
43002,波野,熊本県,32.959913,131.197442,mlit
43003,旭志,熊本県,32.931259,130.830272,mlit
43004,大津,熊本県,32.881101,130.890813,mlit
43005,坂本,熊本県,32.426674,130.640938,mlit
43006,不知火,熊本県,32.633706,130.628711,mlit
43007,有明,熊本県,32.505519,130.30576,mlit
43008,鹿北,熊本県,33.113638,130.668846,mlit
43009,七城メロンドーム,熊本県,32.979936,130.770328,mlit
43010,泗水,熊本県,32.925035,130.771389,mlit
43011,きくすい,熊本県,32.973351,130.602318,mlit
43012,清和文楽邑,熊本県,32.690643,131.09135,mlit
43013,通潤橋,熊本県,32.681489,130.991663,mlit
43014,竜北,熊本県,32.576771,130.694735,mlit
43015,錦,熊本県,32.20587,130.845164,mlit
43016,たのうら,熊本県,32.364567,130.51245,mlit
43017,子守唄の里　五木,熊本県,32.399317,130.826733,mlit
43018,宇土マリーナ,熊本県,32.662242,130.522698,mlit
43019,阿蘇,熊本県,32.937034,131.080917,mlit
43020,みなまた,熊本県,32.199169,130.381702,mlit
43021,うき,熊本県,32.651194,130.697734,mlit
43022,そよ風パーク,熊本県,32.726612,131.163458,mlit
43023,大野温泉,熊本県,32.289886,130.58215,mlit
43024,美里「佐俣の湯」,熊本県,32.623592,130.822704,mlit
43025,上天草さんぱーる,熊本県,32.577138,130.420142,mlit
43026,うしぶか海彩館,熊本県,32.193836,130.026968,mlit
43027,あそ望の郷くぎの,熊本県,32.81851,131.041526,mlit
43028,水辺プラザかもと,熊本県,32.987162,130.7559,mlit
43029,すいかの里植木,熊本県,32.907939,130.692874,mlit
43030,芦北でこぽん,熊本県,32.302882,130.508036,mlit
43031,﨑津,熊本県,32.316802,130.025393,osm
43032,天草市イルカセンター,熊本県,32.545521,130.131248,osm
43033,人吉,熊本県,32.193369,130.789396,osm
43034,宮地岳かかしの里,熊本県,32.384858,130.12647,osm
43035,東陽,熊本県,32.802412,130.728721,osm
43036,秘境の郷いずみ,熊本県,32.4839,130.805,approx
43037,ウェルネスあらお,熊本県,32.991151,130.427912,osm
44001,原尻の滝,大分県,32.965666,131.4522,mlit
44002,宇目,大分県,32.803732,131.610396,mlit
44003,竹田,大分県,32.985585,131.340468,mlit
44004,佐賀関,大分県,33.247211,131.82843,mlit
44005,やまくに,大分県,33.406373,131.061468,mlit
44006,耶馬トピア,大分県,33.489841,131.174536,mlit
44007,あさじ,大分県,33.002562,131.448073,mlit
44008,いんない,大分県,33.423818,131.320207,mlit
44009,せせらぎ郷かみつえ,大分県,33.112561,130.961936,mlit
44010,やよい,大分県,32.964569,131.838684,mlit
44011,鯛生金山,大分県,33.129157,130.882621,mlit
44012,きよかわ,大分県,32.971563,131.518011,mlit
44013,ゆふいん,大分県,33.260646,131.327088,mlit
44014,みえ,大分県,33.02869,131.621548,mlit
44015,くにさき,大分県,33.545662,131.739729,mlit
44016,水辺の郷おおやま,大分県,33.24791,130.972093,mlit
44017,かまえ,大分県,32.801772,131.924318,mlit
44018,ながゆ温泉,大分県,33.071666,131.38307,mlit
44019,おおの,大分県,33.036253,131.502906,mlit
44020,くにみ,大分県,33.680502,131.605745,mlit
44021,童話の里　くす,大分県,33.289337,131.156932,mlit
44022,すごう,大分県,32.956639,131.294106,mlit
44023,なかつ,大分県,33.55161,131.214106,mlit
44024,慈恩の滝　くす,大分県,33.265953,131.068506,mlit
44025,のつはる,大分県,33.163827,131.52732,osm
44026,たのうらら,大分県,33.255928,131.555656,osm
45001,高岡,宮崎県,31.945737,131.340555,mlit
45002,北川はゆま,宮崎県,32.666036,131.704594,mlit
45003,青雲橋,宮崎県,32.66064,131.388496,mlit
45004,山之口,宮崎県,31.79442,131.202615,mlit
45005,北浦,宮崎県,32.684792,131.800904,mlit
45006,田野,宮崎県,31.796218,131.306943,mlit
45007,酒谷,宮崎県,31.641714,131.266243,mlit
45008,とうごう,宮崎県,32.391369,131.513581,mlit
45009,都城NiQLL,宮崎県,31.76867,131.095148,mlit
45010,ゆ～ぱるのじり,宮崎県,31.964729,131.081737,osm
45011,なんごう,宮崎県,31.503058,131.378932,mlit
45012,日向,宮崎県,32.343361,131.624044,mlit
45013,高千穂,宮崎県,32.708443,131.300435,mlit
45014,フェニックス,宮崎県,31.768983,131.478425,mlit
45015,つの,宮崎県,32.260301,131.558035,mlit
45016,えびの,宮崎県,32.050182,130.805598,mlit
45017,北方よっちみろ屋,宮崎県,32.595757,131.49193,mlit
45018,くしま,宮崎県,31.462675,131.228981,osm
45019,きたごう,宮崎県,31.6378,131.3914,approx
46001,喜入,鹿児島県,31.378962,130.545172,mlit
46002,霧島,鹿児島県,31.863242,130.851291,mlit
46003,樋脇,鹿児島県,31.796446,130.407368,mlit
46004,松山,鹿児島県,31.581588,131.042414,mlit
46005,阿久根,鹿児島県,31.94592,130.216475,mlit
46006,長島,鹿児島県,32.161696,130.109239,mlit
46007,くにの松原おおさき,鹿児島県,31.43782,131.030758,mlit
46008,根占,鹿児島県,31.185538,130.767315,mlit
46009,川辺やすらぎの郷,鹿児島県,31.412734,130.432897,mlit
46010,奄美大島住用,鹿児島県,28.259644,129.408837,mlit
46011,桜島,鹿児島県,31.589374,130.598804,mlit
46012,きんぽう木花館,鹿児島県,31.465425,130.345562,mlit
46013,おおすみ弥五郎伝説の里,鹿児島県,31.593119,130.991067,mlit
46014,たからべ,鹿児島県,31.728704,130.998703,mlit
46015,いぶすき,鹿児島県,31.302215,130.590044,mlit
46016,たるみず,鹿児島県,31.558788,130.744565,mlit
46017,すえよし,鹿児島県,31.688333,130.970344,mlit
46018,黒之瀬戸だんだん市場,鹿児島県,32.108278,130.170919,mlit
46019,山川港活お海道,鹿児島県,31.203017,130.634914,mlit
46020,錦江にしきの里,鹿児島県,31.273659,130.792437,mlit
46021,野方あらさの,鹿児島県,31.50002,130.9242,mlit
46022,たるみずはまびら,鹿児島県,31.468612,130.698057,mlit
46023,とくのしま,鹿児島県,27.777503,128.958071,osm
47001,許田,沖縄県,26.552069,127.96932,mlit
47002,おおぎみ,沖縄県,26.690321,128.108114,mlit
47003,ゆいゆい国頭,沖縄県,26.73198,128.169362,mlit
47004,かでな,沖縄県,26.368112,127.774148,mlit
47005,喜名番所,沖縄県,26.399342,127.758204,mlit
47006,豊崎,沖縄県,26.157695,127.655333,mlit
47007,いとまん,沖縄県,26.138496,127.661156,mlit
47008,ぎのざ,沖縄県,26.473874,127.952328,mlit
47009,サンライズひがし,沖縄県,26.631128,128.153681,osm
47010,やんばるパイナップルの丘安波,沖縄県,26.705003,128.280746,osm
